species,measurement,um,comment
SIAL,style_width_max_3,1069.3,
SIAL,ovary_legth_3,3208.2,
SIAL,ovary_width_3,1469.75,
SIAL,stigma_length_3,772.14,
SIAL,stigma_width_3,1312.96,
SIAL,stigma_area_um_3,1005456.11,
SIAL,stigma_surface_width_3,1342.13,
SIAL,style_length_4,4747.38,
SIAL,style_width_min_4,732.88,
SIAL,style_width_max_4,1204.9,
SIAL,ovary_legth_4,1855.5,
SIAL,ovary_width_4,1137,
SIAL,stigma_length_4,650.23,
SIAL,stigma_width_4,1113.89,
SIAL,stigma_area_um_4,775805.44,
SIAL,stigma_surface_width_4,1173.9,
SIAL,style_length_5,3974.96,
SIAL,style_width_min_5,677.39,
SIAL,style_width_max_5,1081.33,
SIAL,ovary_legth_5,1599.65,
SIAL,ovary_width_5,1267.83,
SIAL,stigma_length_5,638.55,
SIAL,stigma_width_5,1013.05,
SIAL,stigma_area_um_5,650954.05,
SIAL,stigma_surface_width_5,1043.19,
SIAL,style_length_6,3879.33,
SIAL,style_width_min_6,696.66,
SIAL,style_width_max_6,1033.39,
SIAL,ovary_legth_6,1062.09,
SIAL,ovary_width_6,1155.37,
SIAL,stigma_length_6,624.94,
SIAL,stigma_width_6,1076.44,
SIAL,stigma_area_um_6,651252.41,
SIAL,stigma_surface_width_6,1024.38,
SIAL,style_length_7,4784.58,
SIAL,style_width_min_7,671.16,
SIAL,style_width_max_7,1226,
SIAL,ovary_legth_7,1570,
SIAL,ovary_width_7,653,
SIAL,stigma_length_7,1217,
SIAL,stigma_width_7,820969.95,
SIAL,stigma_area_um_7,1236.63,
SIAL,stigma_surface_width_7,NA,
SIAL,style_length_8,2523.06,
SIAL,style_width_min_8,902.07,
SIAL,style_width_max_8,558.1,
SIAL,ovary_legth_8,2814.92,
SIAL,ovary_width_8,1281.82,
SIAL,stigma_length_8,544.35,
SIAL,stigma_width_8,976.79,
SIAL,stigma_area_um_8,495589.42,
SIAL,stigma_surface_width_8,957.07,
SIAL,style_length_9,3066.24,
SIAL,style_width_min_9,497.05,
SIAL,style_width_max_9,781.81,
SIAL,ovary_legth_9,2601.89,
SIAL,ovary_width_9,981.76,
SIAL,stigma_length_9,562.79,
SIAL,stigma_width_9,896.72,
SIAL,stigma_area_um_9,486642.62,
SIAL,stigma_surface_width_9,852.82,
SIAL,style_length_10,2793.66,
SIAL,style_width_min_10,487.39,
SIAL,style_width_max_10,765.93,
SIAL,ovary_legth_10,2375.01,
SIAL,ovary_width_10,1003.81,
SIAL,stigma_length_10,424.9,
SIAL,stigma_width_10,773.36,
SIAL,stigma_area_um_10,317502.12,
SIAL,stigma_surface_width_10,779.95,
SIAL,style_length_11,3642.64,
SIAL,style_width_min_11,578.28,
SIAL,style_width_max_11,864.75,
SIAL,ovary_legth_11,1892.78,
SIAL,ovary_width_11,1032.03,
SIAL,stigma_length_11,1041.38,
SIAL,stigma_width_11,453.18,
SIAL,stigma_area_um_11,470470.5,
SIAL,stigma_surface_width_11,987.62,
SIAL,style_length_12,3440.23,
SIAL,style_width_min_12,643.48,
SIAL,style_width_max_12,1014.29,
SIAL,ovary_legth_12,2696.97,
SIAL,ovary_width_12,1279.8,
SIAL,stigma_length_12,474.66,
SIAL,stigma_width_12,1112.43,
SIAL,stigma_area_um_12,660559.59,
SIAL,stigma_surface_width_12,1093.75,
SIAL,style_length_13,3283.47,
SIAL,style_width_13,745.3,
SIAL,style_width_13,396.95,
SIAL,ovary_legth_13,1295.71,
SIAL,ovary_width_13,875.78,
SIAL,stigma_length_13,365.45,
SIAL,stigma_width_13,577.45,
SIAL,stigma_area_um_13,261372.5,
SIAL,stigma_surface_width_13,679.11,
SIAL,style_length_14,3664.16,
SIAL,style_width_min_14,585.9,
SIAL,style_width_max_14,989.1,
SIAL,ovary_legth_14,1720.3,
SIAL,ovary_width_14,1052.84,
SIAL,stigma_length_14,605.92,
SIAL,stigma_width_14,919.74,
SIAL,stigma_area_um_14,609254.94,
SIAL,stigma_surface_width_14,997.52,
SIAL,style_length_15,2935.37,
SIAL,style_width_min_15,460.38,
SIAL,style_width_max_15,776.65,
SIAL,ovary_legth_15,1590.38,
SIAL,ovary_width_15,920.69,
SIAL,stigma_length_15,490.69,
SIAL,stigma_width_15,698.5,
SIAL,stigma_area_um_15,306518.66,
SIAL,stigma_surface_width_15,653.26,
CAAN,style_length_1,2796.51,
CAAN,style_width_min_1,1330,
CAAN,style_width_max_1,1330,
CAAN,ovary_legth_1,3848.87,
CAAN,ovary_width_1,7831.56,
CAAN,stigma_length_1,820.01,
CAAN,stigma_width_1,1579.78,
CAAN,stigma_area_um_1,1836077.83,
CAAN,stigma_surface_width_1,1604.45,
CAAN,style_length_2,2942.02,
CAAN,style_width_min_2,1088.33,
CAAN,style_width_max_2,1088.33,
CAAN,ovary_legth_2,1088.33,
CAAN,ovary_width_2,5116.43,
CAAN,stigma_length_2,3664.54,
CAAN,stigma_width_2,1316.22,
CAAN,stigma_area_um_2,1739526.56,
CAAN,stigma_surface_width_2,1463.5,
CAAN,style_length_3,3260.97,
CAAN,style_width_min_3,917.11,
CAAN,style_width_max_3,917.11,
CAAN,ovary_legth_3,3403.98,
CAAN,ovary_width_3,5475.76,
CAAN,stigma_length_3,446.15,
CAAN,stigma_width_3,1097.2,
CAAN,stigma_area_um_3,1158411.72,
CAAN,stigma_surface_width_3,1097.2,
CAAN,style_length_4,3375.15,
CAAN,style_width_min_4,1156.92,
CAAN,style_width_max_4,1156.92,
CAAN,ovary_legth_4,3242.5,
CAAN,ovary_width_4,6645.16,
CAAN,stigma_length_4,1446.5,
CAAN,stigma_width_4,795.64,
CAAN,stigma_area_um_4,1203369.09,
CAAN,stigma_surface_width_4,1217.17,
CAAN,style_length_5,1534.67,
CAAN,style_width_min_5,961.19,
CAAN,style_width_max_5,961.19,
CAAN,ovary_legth_5,2604.99,
CAAN,ovary_width_5,4169.52,
CAAN,stigma_length_5,843677.08,
CAAN,stigma_width_5,1162.42,
CAAN,stigma_area_um_5,768241.57,
CAAN,stigma_surface_width_5,1163.12,
CAAN,style_length_6,3024.79,
CAAN,style_width_min_6,1034.46,
CAAN,style_width_max_6,1034.46,
CAAN,ovary_legth_6,3237.06,
CAAN,ovary_width_6,6059.22,
CAAN,stigma_length_6,649.09,
CAAN,stigma_width_6,1193.98,
CAAN,stigma_area_um_6,1180861.96,
CAAN,stigma_surface_width_6,1379.47,
CAAN,style_length_7,1633.68,
CAAN,style_width_min_7,1163.12,
CAAN,style_width_max_7,1163.12,
CAAN,ovary_legth_7,3380.97,
CAAN,ovary_width_7,7033.85,
CAAN,stigma_length_7,499.47,
CAAN,stigma_width_7,1501.26,
CAAN,stigma_area_um_7,1078257.54,
CAAN,stigma_surface_width_7,1322.84,
CAAN,style_length_8,2021.73,
CAAN,style_width_min_8,1016.83,
CAAN,style_width_max_8,1016.83,
CAAN,ovary_legth_8,2651.72,
CAAN,ovary_width_8,400.3,
CAAN,stigma_length_8,442.22,
CAAN,stigma_width_8,1137.25,
CAAN,stigma_area_um_8,873179.23,
CAAN,stigma_surface_width_8,1068.52,
CAAN,style_length_9,3797.86,
CAAN,style_width_min_9,1031.83,
CAAN,style_width_max_9,1031.83,
CAAN,ovary_legth_9,3699.63,
CAAN,ovary_width_9,5693.46,
CAAN,stigma_length_9,528.56,
CAAN,stigma_width_9,1238.78,
CAAN,stigma_area_um_9,986340.06,
CAAN,stigma_surface_width_9,1169.78,
CAAN,style_length_10,3648.85,
CAAN,style_width_min_10,881.92,
CAAN,style_width_max_10,881.92,
CAAN,ovary_legth_10,3021.83,
CAAN,ovary_width_10,4360.3,
CAAN,stigma_length_10,570.26,
CAAN,stigma_width_10,879.35,
CAAN,stigma_area_um_10,925524.92,
CAAN,stigma_surface_width_10,1086.82,
CAAN,style_length_11,4098.24,
CAAN,style_width_min_11,946.19,
CAAN,style_width_max_11,946.19,
CAAN,ovary_legth_11,2975.23,
CAAN,ovary_width_11,5000.83,
CAAN,stigma_length_11,649.11,
CAAN,stigma_width_11,1207.78,
CAAN,stigma_area_um_11,1201045,
CAAN,stigma_surface_width_11,1313.43,
CAAN,style_length_12,3992.04,
CAAN,style_width_min_12,1037.47,
CAAN,style_width_max_12,1037.47,
CAAN,ovary_legth_12,3234.77,
CAAN,ovary_width_12,5206.39,
CAAN,stigma_length_12,1277.9,
CAAN,stigma_width_12,626.44,
CAAN,stigma_area_um_12,1233559.62,
CAAN,stigma_surface_width_12,1283.02,
CAAN,style_length_13,4543.05,
CAAN,style_width_13,1218.6,
CAAN,style_width_13,1218.6,
CAAN,ovary_legth_13,4423.68,
CAAN,ovary_width_13,6920.29,
CAAN,stigma_length_13,858.19,
CAAN,stigma_width_13,1542.52,
CAAN,stigma_area_um_13,1122759.07,
CAAN,stigma_surface_width_13,1453.41,
CAAN,style_length_14,4062.3,
CAAN,style_width_min_14,1218.06,
CAAN,style_width_max_14,1218.06,
CAAN,ovary_legth_14,3982.43,
CAAN,ovary_width_14,6811.95,
CAAN,stigma_length_14,677.7,
CAAN,stigma_width_14,1344.17,
CAAN,stigma_area_um_14,1312166.65,
CAAN,stigma_surface_width_14,1602.28,
CAAN,style_length_15,3836.82,
CAAN,style_width_min_15,856.36,
CAAN,style_width_max_15,856.36,
CAAN,ovary_legth_15,2429.55,
CAAN,ovary_width_15,4847.11,
CAAN,stigma_length_15,557.74,
CAAN,stigma_width_15,1036.22,
CAAN,stigma_area_um_15,745169.9,
CAAN,stigma_surface_width_15,1082.17,
BRRA,style_length_1,1067.23,
BRRA,style_width_min_1,613.36,
BRRA,style_width_max_1,536.7,
BRRA,ovary_legth_1,3757.61,
BRRA,ovary_width_1,786.24,
BRRA,stigma_length_1,428.16,
BRRA,stigma_width_1,798.62,
BRRA,stigma_area_um_1,416297.43,
BRRA,stigma_surface_width_1,763.08,
BRRA,style_length_2,1316.3,
BRRA,style_width_min_2,619.68,
BRRA,style_width_max_2,550.1,
BRRA,ovary_legth_2,3656.93,
BRRA,ovary_width_2,953.91,
BRRA,stigma_length_2,341.33,
BRRA,stigma_width_2,807.94,
BRRA,stigma_area_um_2,396214.38,
BRRA,stigma_surface_width_2,773.96,
BRRA,style_length_3,835.75,
BRRA,style_width_min_3,466.97,
BRRA,style_width_max_3,536.17,
BRRA,ovary_legth_3,3259.42,
BRRA,ovary_width_3,898.19,
BRRA,stigma_length_3,410.91,
BRRA,stigma_width_3,710.23,
BRRA,stigma_area_um_3,382934.48,
BRRA,stigma_surface_width_3,724.25,
BRRA,style_length_4,933.28,
BRRA,style_width_min_4,501.36,
BRRA,style_width_max_4,501.36,
BRRA,ovary_legth_4,3092.9,
BRRA,ovary_width_4,787.28,
BRRA,stigma_length_4,404.18,
BRRA,stigma_width_4,682.38,
BRRA,stigma_area_um_4,391219.47,
BRRA,stigma_surface_width_4,715.57,
BRRA,style_length_5,1527.92,
BRRA,style_width_min_5,543.8,
BRRA,style_width_max_5,543.8,
BRRA,ovary_legth_5,4020.1,
BRRA,ovary_width_5,948.56,
BRRA,stigma_length_5,320.37,
BRRA,stigma_width_5,752.26,
BRRA,stigma_area_um_5,402369.24,
BRRA,stigma_surface_width_5,689.34,
BRRA,style_length_6,1011.4,
BRRA,style_width_min_6,522.94,
BRRA,style_width_max_6,522.94,
BRRA,ovary_legth_6,3600.61,
BRRA,ovary_width_6,951.25,
BRRA,stigma_length_6,408.27,
BRRA,stigma_width_6,716.86,
BRRA,stigma_area_um_6,389581.76,
BRRA,stigma_surface_width_6,710.19,
BRRA,style_length_7,908.12,
BRRA,style_width_min_7,447.9,
BRRA,style_width_max_7,447.9,
BRRA,ovary_legth_7,2710.97,
BRRA,ovary_width_7,803.16,
BRRA,stigma_length_7,346.34,
BRRA,stigma_width_7,618.39,
BRRA,stigma_area_um_7,275082.67,
BRRA,stigma_surface_width_7,668.45,
BRRA,style_length_8,1323.34,
BRRA,style_width_min_8,619.84,
BRRA,style_width_max_8,619.84,
BRRA,ovary_legth_8,4202.68,
BRRA,ovary_width_8,787.06,
BRRA,stigma_length_8,403.94,
BRRA,stigma_width_8,905.39,
BRRA,stigma_area_um_8,595136.02,
BRRA,stigma_surface_width_8,900.88,
BRRA,style_length_9,927.96,
BRRA,style_width_min_9,439.53,
BRRA,style_width_max_9,439.53,
BRRA,ovary_legth_9,3336.14,
BRRA,ovary_width_9,926.27,
BRRA,stigma_length_9,348.3,
BRRA,stigma_width_9,710.19,
BRRA,stigma_area_um_9,319162.41,
BRRA,stigma_surface_width_9,612.76,
BRRA,style_length_10,1337.65,
BRRA,style_width_min_10,508.32,
BRRA,style_width_max_10,508.32,
BRRA,ovary_legth_10,4213.58,
BRRA,ovary_width_10,1065.29,
BRRA,stigma_length_10,334.95,
BRRA,stigma_width_10,828.56,
BRRA,stigma_area_um_10,352791.61,
BRRA,stigma_surface_width_10,725.18,
BRRA,style_length_11,914.06,
BRRA,style_width_min_11,440.03,
BRRA,style_width_max_11,440.03,
BRRA,ovary_legth_11,3093.54,
BRRA,ovary_width_11,790.51,
BRRA,stigma_length_11,419.96,
BRRA,stigma_width_11,629.77,
BRRA,stigma_area_um_11,276627.61,
BRRA,stigma_surface_width_11,672.77,
BRRA,style_length_12,1162.4,
BRRA,style_width_min_12,533.96,
BRRA,style_width_max_12,533.96,
BRRA,ovary_legth_12,3795.05,
BRRA,ovary_width_12,811.3,
BRRA,stigma_length_12,420.71,
BRRA,stigma_width_12,738.57,
BRRA,stigma_area_um_12,374946.06,
BRRA,stigma_surface_width_12,710.19,
BRRA,style_length_13,1274.53,
BRRA,style_width_13,570.94,
BRRA,style_width_13,570.94,
BRRA,ovary_legth_13,3329.13,
BRRA,ovary_width_13,800.83,
BRRA,stigma_length_13,313.71,
BRRA,stigma_width_13,703.27,
BRRA,stigma_area_um_13,350069.89,
BRRA,stigma_surface_width_13,748,
BRRA,style_length_14,954.55,
BRRA,style_width_min_14,509.47,
BRRA,style_width_max_14,509.47,
BRRA,ovary_legth_14,3537.89,
BRRA,ovary_width_14,936.74,
BRRA,stigma_length_14,321.58,
BRRA,stigma_width_14,759.44,
BRRA,stigma_area_um_14,359082.6,
BRRA,stigma_surface_width_14,726.83,
BRRA,style_length_15,717.49,
BRRA,style_width_min_15,459.59,
BRRA,style_width_max_15,459.59,
BRRA,ovary_legth_15,3372.56,
BRRA,ovary_width_15,919.77,
BRRA,stigma_length_15,362.42,
BRRA,stigma_width_15,647.53,
BRRA,stigma_area_um_15,305779.21,
BRRA,stigma_surface_width_15,658.12,
IPAQ,style_length_1,19651.3,
IPAQ,style_width_min_1,254.29,
IPAQ,style_width_max_1,712.09,
IPAQ,ovary_legth_1,2314.44,
IPAQ,ovary_width_1,1556.56,
IPAQ,stigma_length_1,1432.19,
IPAQ,stigma_width_1,1774.91,
IPAQ,stigma_area_um_1,2951511.12,
IPAQ,stigma_surface_width_1,2360.66,
IPAQ,style_length_2,19711.56,
IPAQ,style_width_min_2,285.52,
IPAQ,style_width_max_2,701.85,
IPAQ,ovary_legth_2,2249.58,
IPAQ,ovary_width_2,1560.02,
IPAQ,stigma_length_2,1284.02,
IPAQ,stigma_width_2,2361.15,
IPAQ,stigma_area_um_2,3118773.93,
IPAQ,stigma_surface_width_2,2361.15,
IPAQ,style_length_3,20532.31,
IPAQ,style_width_min_3,296.86,
IPAQ,style_width_max_3,574.39,
IPAQ,ovary_legth_3,1989.56,
IPAQ,ovary_width_3,1225.18,
IPAQ,stigma_length_3,1132.16,
IPAQ,stigma_width_3,2401.76,
IPAQ,stigma_area_um_3,2927207.27,
IPAQ,stigma_surface_width_3,2386.7,
IPAQ,style_length_4,23081.59,
IPAQ,style_width_min_4,266.95,
IPAQ,style_width_max_4,668.7,
IPAQ,ovary_legth_4,2792.3,
IPAQ,ovary_width_4,1600.14,
IPAQ,stigma_length_4,1271.76,
IPAQ,stigma_width_4,2307.27,
IPAQ,stigma_area_um_4,2897923.12,
IPAQ,stigma_surface_width_4,2310.96,
IPAQ,style_length_5,18709.01,
IPAQ,style_width_min_5,361.13,
IPAQ,style_width_max_5,711.96,
IPAQ,ovary_legth_5,2116.94,
IPAQ,ovary_width_5,1390.66,
IPAQ,stigma_length_5,1301.13,
IPAQ,stigma_width_5,2233.23,
IPAQ,stigma_area_um_5,3263155.62,
IPAQ,stigma_surface_width_5,2523.32,
IPAQ,style_length_6,19792.25,
IPAQ,style_width_min_6,279.03,
IPAQ,style_width_max_6,506.79,
IPAQ,ovary_legth_6,2472.12,
IPAQ,ovary_width_6,1440.16,
IPAQ,stigma_length_6,1397.43,
IPAQ,stigma_width_6,2384.61,
IPAQ,stigma_area_um_6,3262239.67,
IPAQ,stigma_surface_width_6,2585.51,
IPAQ,style_length_7,18893.3,
IPAQ,style_width_min_7,291.55,
IPAQ,style_width_max_7,393.44,
IPAQ,ovary_legth_7,2187.28,
IPAQ,ovary_width_7,1365.6,
IPAQ,stigma_length_7,2715.94,
IPAQ,stigma_width_7,1530.62,
IPAQ,stigma_area_um_7,3391846.28,
IPAQ,stigma_surface_width_7,2715.94,
IPAQ,style_length_8,20010.24,
IPAQ,style_width_min_8,308.94,
IPAQ,style_width_max_8,529.41,
IPAQ,ovary_legth_8,2536.64,
IPAQ,ovary_width_8,1449.23,
IPAQ,stigma_length_8,17772.79,
IPAQ,stigma_width_8,2425.15,
IPAQ,stigma_area_um_8,3568532.61,
IPAQ,stigma_surface_width_8,2385.23,
IPAQ,style_length_9,17916.06,
IPAQ,style_width_min_9,327.08,
IPAQ,style_width_max_9,581.36,
IPAQ,ovary_legth_9,1802.21,
IPAQ,ovary_width_9,1591.93,
IPAQ,stigma_length_9,1089.86,
IPAQ,stigma_width_9,2143.67,
IPAQ,stigma_area_um_9,2524077.34,
IPAQ,stigma_surface_width_9,2191.54,
IPAQ,style_length_10,22578.63,
IPAQ,style_width_min_10,355.27,
IPAQ,style_width_max_10,649.95,
IPAQ,ovary_legth_10,2229.95,
IPAQ,ovary_width_10,1550.36,
IPAQ,stigma_length_10,1330.06,
IPAQ,stigma_width_10,2492.78,
IPAQ,stigma_area_um_10,4376860.66,
IPAQ,stigma_surface_width_10,2381.08,
IPAQ,style_length_11,16309.16,
IPAQ,style_width_min_11,355.27,
IPAQ,style_width_max_11,641.3,
IPAQ,ovary_legth_11,2673.07,
IPAQ,ovary_width_11,1292.06,
IPAQ,stigma_length_11,1426.78,
IPAQ,stigma_width_11,2767.54,
IPAQ,stigma_area_um_11,3847883.62,
IPAQ,stigma_surface_width_11,2782.83,
IPAQ,style_length_12,16642.3,
IPAQ,style_width_min_12,323.11,
IPAQ,style_width_max_12,673.4,
IPAQ,ovary_legth_12,2946.47,
IPAQ,ovary_width_12,1331.31,
IPAQ,stigma_length_12,1635.68,
IPAQ,stigma_width_12,2533.6,
IPAQ,stigma_area_um_12,3318130.08,
IPAQ,stigma_surface_width_12,2583.95,
IPAQ,style_length_13,24006.58,
IPAQ,style_width_13,294.18,
IPAQ,style_width_13,614.74,
IPAQ,ovary_legth_13,2284.11,
IPAQ,ovary_width_13,1273.83,
IPAQ,stigma_length_13,1195.4,
IPAQ,stigma_width_13,2478.19,
IPAQ,stigma_area_um_13,3619698.51,
IPAQ,stigma_surface_width_13,2646.65,
IPAQ,style_length_14,15969.18,
IPAQ,style_width_min_14,313.5,
IPAQ,style_width_max_14,601.53,
IPAQ,ovary_legth_14,2648.52,
IPAQ,ovary_width_14,1406.18,
IPAQ,stigma_length_14,1382.82,
IPAQ,stigma_width_14,2167.13,
IPAQ,stigma_area_um_14,3360202.02,
IPAQ,stigma_surface_width_14,2490.66,
IPAQ,style_length_15,17816.08,
IPAQ,style_width_min_15,257.31,
IPAQ,style_width_max_15,460.97,
IPAQ,ovary_legth_15,2531.01,
IPAQ,ovary_width_15,1215.28,
IPAQ,stigma_length_15,1429.59,
IPAQ,stigma_width_15,1773.91,
IPAQ,stigma_area_um_15,2402365.99,
IPAQ,stigma_surface_width_15,1806.09,
ERSA,style_length_1,8129.23,
ERSA,style_width_min_1,578.55,
ERSA,style_width_max_1,1085.62,
ERSA,ovary_legth_1,5213.99,
ERSA,ovary_width_1,1012.32,
ERSA,stigma_length_1,723.63,
ERSA,stigma_width_1,711.09,
ERSA,stigma_area_um_1,2498.78,
ERSA,stigma_surface_width_1,794.14,
ERSA,style_length_2,7669.08,
ERSA,style_width_min_2,570.98,
ERSA,style_width_max_2,1157.11,
ERSA,ovary_legth_2,5014.4,
ERSA,ovary_width_2,1072.77,
ERSA,stigma_length_2,846.49,
ERSA,stigma_width_2,781.94,
ERSA,stigma_area_um_2,475091.86,
ERSA,stigma_surface_width_2,664.92,
ERSA,style_length_3,6892.86,
ERSA,style_width_min_3,557.59,
ERSA,style_width_max_3,988.44,
ERSA,ovary_legth_3,4655.02,
ERSA,ovary_width_3,917.11,
ERSA,stigma_length_3,1089.12,
ERSA,stigma_width_3,641.52,
ERSA,stigma_area_um_3,360436.51,
ERSA,stigma_surface_width_3,731.23,
ERSA,style_length_4,7110.6,
ERSA,style_width_min_4,628.6,
ERSA,style_width_max_4,1086.45,
ERSA,ovary_legth_4,4058.2,
ERSA,ovary_width_4,1060.95,
ERSA,stigma_length_4,891.6,
ERSA,stigma_width_4,687.71,
ERSA,stigma_area_um_4,468080.01,
ERSA,stigma_surface_width_4,783.75,
ERSA,style_length_5,7838.76,
ERSA,style_width_min_5,630.87,
ERSA,style_width_max_5,1058.67,
ERSA,ovary_legth_5,5568.33,
ERSA,ovary_width_5,1001.93,
ERSA,stigma_length_5,734.67,
ERSA,stigma_width_5,648.2,
ERSA,stigma_area_um_5,297886.16,
ERSA,stigma_surface_width_5,651.12,
ERSA,style_length_6,8378.05,
ERSA,style_width_min_6,566.89,
ERSA,style_width_max_6,1120.77,
ERSA,ovary_legth_6,4895.64,
ERSA,ovary_width_6,1000.49,
ERSA,stigma_length_6,566.63,
ERSA,stigma_width_6,722.27,
ERSA,stigma_area_um_6,389090.73,
ERSA,stigma_surface_width_6,758.74,
ERSA,style_length_7,5811.71,
ERSA,style_width_min_7,611.99,
ERSA,style_width_max_7,1056.68,
ERSA,ovary_legth_7,4449.57,
ERSA,ovary_width_7,902.98,
ERSA,stigma_length_7,750.05,
ERSA,stigma_width_7,680.88,
ERSA,stigma_area_um_7,365180.25,
ERSA,stigma_surface_width_7,685.11,
ERSA,style_length_8,5987.91,
ERSA,style_width_min_8,486.47,
ERSA,style_width_max_8,974.49,
ERSA,ovary_legth_8,4156.96,
ERSA,ovary_width_8,876.89,
ERSA,stigma_length_8,601.32,
ERSA,stigma_width_8,600.78,
ERSA,stigma_area_um_8,294730.13,
ERSA,stigma_surface_width_8,660.53,
ERSA,style_length_9,8158.96,
ERSA,style_width_min_9,477.49,
ERSA,style_width_max_9,711.9,
ERSA,ovary_legth_9,4726.08,
ERSA,ovary_width_9,940.02,
ERSA,stigma_length_9,827.84,
ERSA,stigma_width_9,751.89,
ERSA,stigma_area_um_9,421789.74,
ERSA,stigma_surface_width_9,697,
ERSA,style_length_10,5823.2,
ERSA,style_width_min_10,579.56,
ERSA,style_width_max_10,892.07,
ERSA,ovary_legth_10,3442.96,
ERSA,ovary_width_10,907.72,
ERSA,stigma_length_10,772.95,
ERSA,stigma_width_10,639.14,
ERSA,stigma_area_um_10,358488.59,
ERSA,stigma_surface_width_10,674.97,
ERSA,style_length_11,5449.09,
ERSA,style_width_min_11,410.43,
ERSA,style_width_max_11,712.62,
ERSA,ovary_legth_11,4594.08,
ERSA,ovary_width_11,978.77,
ERSA,stigma_length_11,759.77,
ERSA,stigma_width_11,735.18,
ERSA,stigma_area_um_11,375448.94,
ERSA,stigma_surface_width_11,766.89,
ERSA,style_length_12,5854.94,
ERSA,style_width_min_12,544.04,
ERSA,style_width_max_12,896,
ERSA,ovary_legth_12,4452.38,
ERSA,ovary_width_12,886.47,
ERSA,stigma_length_12,715.11,
ERSA,stigma_width_12,600.48,
ERSA,stigma_area_um_12,266904.75,
ERSA,stigma_surface_width_12,582.02,
ERSA,style_length_13,5513.49,
ERSA,style_width_13,382.79,
ERSA,style_width_13,671.01,
ERSA,ovary_legth_13,4332.25,
ERSA,ovary_width_13,900.69,
ERSA,stigma_length_13,646.63,
ERSA,stigma_width_13,679.49,
ERSA,stigma_area_um_13,312741.17,
ERSA,stigma_surface_width_13,641.33,
ERSA,style_length_14,4804.06,
ERSA,style_width_min_14,394.18,
ERSA,style_width_max_14,647.18,
ERSA,ovary_legth_14,2995.4,
ERSA,ovary_width_14,740.61,
ERSA,stigma_length_14,468.64,
ERSA,stigma_width_14,523.59,
ERSA,stigma_area_um_14,193432.82,
ERSA,stigma_surface_width_14,503.73,
ERSA,style_length_15,5517.12,
ERSA,style_width_min_15,532.15,
ERSA,style_width_max_15,913.68,
ERSA,ovary_legth_15,3796,
ERSA,ovary_width_15,862.58,
ERSA,stigma_length_15,604.09,
ERSA,stigma_width_15,616.01,
ERSA,stigma_area_um_15,261782.96,
ERSA,stigma_surface_width_15,646.49,